key,rule,severity,type,component,project,file_path,line,message,status,effort,debt,author,tags,creationDate,updateDate,closeDate
AZff8_Fhqk9ledNQIyhJ,cpp:S6004,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,1653,"Use the init-statement to declare ""sourceFiles"" inside the if statement.",OPEN,2min,2min,tbakker@example.com,"clumsy,since-c++17",2025-07-06T13:34:33+0000,2025-07-06T13:34:33+0000,
AZff8_Fhqk9ledNQIyhK,cpp:S6004,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,1662,"Use the init-statement to declare ""compileUnits"" inside the if statement.",OPEN,2min,2min,tbakker@example.com,"clumsy,since-c++17",2025-07-06T13:34:33+0000,2025-07-06T13:34:33+0000,
AZff8_Fhqk9ledNQIyhL,cpp:S6005,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,1723,Replace this declaration by a structured binding declaration.,OPEN,2min,2min,tbakker@example.com,"clumsy,cppcoreguidelines,since-c++17",2025-07-06T13:34:33+0000,2025-07-06T13:34:33+0000,
AZff8_Fhqk9ledNQIyhM,cpp:S6004,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,1736,"Use the init-statement to declare ""normalizedPath"" inside the if statement.",OPEN,2min,2min,tbakker@example.com,"clumsy,since-c++17",2025-07-06T13:34:33+0000,2025-07-06T13:34:33+0000,
AZff8_Fhqk9ledNQIyhN,cpp:S7034,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,1736,"Use ""contains"" instead of ""find"".",CLOSED,10min,10min,tbakker@example.com,"clumsy,since-c++23",2025-07-06T13:34:33+0000,2025-07-07T00:16:23,2025-07-07T00:16:23
AZff8_Fiqk9ledNQIyhO,cpp:S7034,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,1738,"Use ""contains"" instead of ""find"".",CLOSED,10min,10min,tbakker@example.com,"clumsy,since-c++23",2025-07-06T13:34:33+0000,2025-07-07T00:16:23,2025-07-07T00:16:23
AZff8_Fiqk9ledNQIyhP,cpp:S7034,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,1740,"Use ""contains"" instead of ""find"".",CLOSED,10min,10min,tbakker@example.com,"clumsy,since-c++23",2025-07-06T13:34:33+0000,2025-07-07T00:16:23,2025-07-07T00:16:23
AZff8_Fiqk9ledNQIyhQ,cpp:S7034,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,1742,"Use ""contains"" instead of ""find"".",CLOSED,10min,10min,tbakker@example.com,"clumsy,since-c++23",2025-07-06T13:34:33+0000,2025-07-07T00:16:23,2025-07-07T00:16:23
AZff8_Fiqk9ledNQIyhR,cpp:S7034,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,1744,"Use ""contains"" instead of ""find"".",CLOSED,10min,10min,tbakker@example.com,"clumsy,since-c++23",2025-07-06T13:34:33+0000,2025-07-07T00:16:23,2025-07-07T00:16:23
AZff8_Fiqk9ledNQIyhS,cpp:S7034,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,1755,"Use ""contains"" instead of ""find"".",CLOSED,10min,10min,tbakker@example.com,"clumsy,since-c++23",2025-07-06T13:34:33+0000,2025-07-07T00:16:23,2025-07-07T00:16:23
AZff8_Fiqk9ledNQIyhT,cpp:S7034,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,1757,"Use ""contains"" instead of ""find"".",CLOSED,10min,10min,tbakker@example.com,"clumsy,since-c++23",2025-07-06T13:34:33+0000,2025-07-07T00:16:23,2025-07-07T00:16:23
AZff8_Fiqk9ledNQIyhU,cpp:S7034,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,1759,"Use ""contains"" instead of ""find"".",CLOSED,10min,10min,tbakker@example.com,"clumsy,since-c++23",2025-07-06T13:34:33+0000,2025-07-07T00:16:23,2025-07-07T00:16:23
AZff8_Fiqk9ledNQIyhV,cpp:S7034,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,1761,"Use ""contains"" instead of ""find"".",CLOSED,10min,10min,tbakker@example.com,"clumsy,since-c++23",2025-07-06T13:34:33+0000,2025-07-07T00:16:23,2025-07-07T00:16:23
AZff8_Fiqk9ledNQIyhW,cpp:S7034,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,1763,"Use ""contains"" instead of ""find"".",CLOSED,10min,10min,tbakker@example.com,"clumsy,since-c++23",2025-07-06T13:34:33+0000,2025-07-07T00:16:23,2025-07-07T00:16:23
AZff8_Fiqk9ledNQIyhX,cpp:S6009,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,2086,"Replace this const reference to ""std::string"" by a ""std::string_view"".",OPEN,2min,2min,tbakker@example.com,since-c++17,2025-07-06T13:34:33+0000,2025-07-06T13:34:33+0000,
AZff8_Fiqk9ledNQIyhY,cpp:S1172,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,2086,"Remove the unused parameter ""filePath"", make it unnamed, or declare it ""[[maybe_unused]]"".",CLOSED,5min,5min,tbakker@example.com,"based-on-misra,cert,unused",2025-07-06T13:34:33+0000,2025-07-07T00:16:23,2025-07-07T00:16:23
AZff8_Fiqk9ledNQIyhZ,cpp:S6009,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,2105,"Replace this const reference to ""std::string"" by a ""std::string_view"".",OPEN,2min,2min,tbakker@example.com,since-c++17,2025-07-06T13:34:33+0000,2025-07-06T13:34:33+0000,
AZff8_Fiqk9ledNQIyha,cpp:S1172,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,2105,"Remove the unused parameter ""filePath"", make it unnamed, or declare it ""[[maybe_unused]]"".",CLOSED,5min,5min,tbakker@example.com,"based-on-misra,cert,unused",2025-07-06T13:34:33+0000,2025-07-07T00:16:23,2025-07-07T00:16:23
AZff8_Fiqk9ledNQIyhb,cpp:S6009,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,2115,"Replace this const reference to ""std::string"" by a ""std::string_view"".",OPEN,2min,2min,tbakker@example.com,since-c++17,2025-07-06T13:34:33+0000,2025-07-06T13:34:33+0000,
AZff8_Fiqk9ledNQIyhc,cpp:S1172,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,2115,"Remove the unused parameter ""filePath"", make it unnamed, or declare it ""[[maybe_unused]]"".",CLOSED,5min,5min,tbakker@example.com,"based-on-misra,cert,unused",2025-07-06T13:34:33+0000,2025-07-07T00:16:23,2025-07-07T00:16:23
AZff8_FEqk9ledNQIyf8,cpp:S6185,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/PluginInterface.cpp,Heimdall-SBOM_heimdall,src/common/PluginInterface.cpp,113,Use std::format instead of concatenating pieces manually.,OPEN,3min,3min,tbakker@example.com,"clumsy,since-c++20",2025-07-06T13:34:33+0000,2025-07-06T13:34:33+0000,
AZff8_FEqk9ledNQIyf9,cpp:S5566,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/PluginInterface.cpp,Heimdall-SBOM_heimdall,src/common/PluginInterface.cpp,274,"Replace this range for-loop by ""std::ranges::any_of"".",OPEN,5min,5min,tbakker@example.com,"clumsy,cppcoreguidelines",2025-07-06T13:34:33+0000,2025-07-06T13:34:33+0000,
AZff8_FEqk9ledNQIyf-,cpp:S6009,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/PluginInterface.cpp,Heimdall-SBOM_heimdall,src/common/PluginInterface.cpp,288,"Replace this const reference to ""std::string"" by a ""std::string_view"".",OPEN,2min,2min,tbakker@example.com,since-c++17,2025-07-06T13:34:33+0000,2025-07-06T13:34:33+0000,
AZff8_FEqk9ledNQIyf_,cpp:S6004,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/PluginInterface.cpp,Heimdall-SBOM_heimdall,src/common/PluginInterface.cpp,299,"Use the init-statement to declare ""match"" inside the if statement.",OPEN,2min,2min,tbakker@example.com,"clumsy,since-c++17",2025-07-06T13:34:33+0000,2025-07-06T13:34:33+0000,
AZff8_FEqk9ledNQIygA,cpp:S886,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/PluginInterface.cpp,Heimdall-SBOM_heimdall,src/common/PluginInterface.cpp,359,Refactor this loop so that it is less error-prone.,OPEN,10min,10min,tbakker@example.com,based-on-misra,2025-07-06T13:34:33+0000,2025-07-06T13:34:33+0000,
AZff8_Fwqk9ledNQIyhf,cpp:S3230,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/SBOMGenerator.cpp,Heimdall-SBOM_heimdall,src/common/SBOMGenerator.cpp,139,"Do not use the constructor's initializer list for data member ""pImpl"". Use the in-class initializer instead.",OPEN,10min,10min,tbakker@example.com,"cppcoreguidelines,performance",2025-07-06T13:34:33+0000,2025-07-06T13:34:33+0000,
AZff8_Fwqk9ledNQIyhh,cpp:S6171,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/SBOMGenerator.cpp,Heimdall-SBOM_heimdall,src/common/SBOMGenerator.cpp,155,"Use ""contains"" member function.",OPEN,2min,2min,tbakker@example.com,"clumsy,since-c++20",2025-07-06T13:34:33+0000,2025-07-06T13:34:33+0000,
AZff8_Fwqk9ledNQIyhi,cpp:S6185,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/SBOMGenerator.cpp,Heimdall-SBOM_heimdall,src/common/SBOMGenerator.cpp,226,Use std::format instead of concatenating pieces manually.,OPEN,3min,3min,tbakker@example.com,"clumsy,since-c++20",2025-07-06T13:34:33+0000,2025-07-06T13:34:33+0000,
AZff8_Fwqk9ledNQIyhj,cpp:S6009,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/SBOMGenerator.cpp,Heimdall-SBOM_heimdall,src/common/SBOMGenerator.cpp,250,"Replace this const reference to ""std::string"" by a ""std::string_view"".",OPEN,2min,2min,tbakker@example.com,since-c++17,2025-07-06T13:34:33+0000,2025-07-06T13:34:33+0000,
AZff8_Fwqk9ledNQIyhk,cpp:S6009,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/SBOMGenerator.cpp,Heimdall-SBOM_heimdall,src/common/SBOMGenerator.cpp,291,"Replace this const reference to ""std::string"" by a ""std::string_view"".",OPEN,2min,2min,tbakker@example.com,since-c++17,2025-07-06T13:34:33+0000,2025-07-06T13:34:33+0000,
AZff8_Fwqk9ledNQIyhl,cpp:S5566,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/SBOMGenerator.cpp,Heimdall-SBOM_heimdall,src/common/SBOMGenerator.cpp,292,"Replace this range for-loop by ""std::ranges::contains"".",OPEN,5min,5min,tbakker@example.com,"clumsy,cppcoreguidelines",2025-07-06T13:34:33+0000,2025-07-06T13:34:33+0000,
AZff8_Fwqk9ledNQIyhm,cpp:S6005,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/SBOMGenerator.cpp,Heimdall-SBOM_heimdall,src/common/SBOMGenerator.cpp,292,Replace this declaration by a structured binding declaration.,OPEN,2min,2min,tbakker@example.com,"clumsy,cppcoreguidelines,since-c++17",2025-07-06T13:34:33+0000,2025-07-06T13:34:33+0000,
AZff8_Fwqk9ledNQIyhn,cpp:S6005,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/SBOMGenerator.cpp,Heimdall-SBOM_heimdall,src/common/SBOMGenerator.cpp,310,Replace this declaration by a structured binding declaration.,OPEN,2min,2min,tbakker@example.com,"clumsy,cppcoreguidelines,since-c++17",2025-07-06T13:34:33+0000,2025-07-06T13:34:33+0000,
AZff8_Fwqk9ledNQIyhg,cpp:S6177,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/SBOMGenerator.cpp,Heimdall-SBOM_heimdall,src/common/SBOMGenerator.cpp,313,"Reduce verbosity with ""using enum"" for ""heimdall::FileType"".",OPEN,2min,2min,tbakker@example.com,since-c++20,2025-07-06T13:34:33+0000,2025-07-06T13:34:33+0000,
AZff8_Fwqk9ledNQIyhd,cpp:S1117,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/SBOMGenerator.cpp,Heimdall-SBOM_heimdall,src/common/SBOMGenerator.cpp,352,declaration shadows a field of 'heimdall::SBOMGenerator::Impl',OPEN,5min,5min,tbakker@example.com,"based-on-misra,cert,pitfall,suspicious",2025-07-06T13:34:33+0000,2025-07-06T13:34:33+0000,
AZff8_Fwqk9ledNQIyhe,cpp:S1117,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/SBOMGenerator.cpp,Heimdall-SBOM_heimdall,src/common/SBOMGenerator.cpp,371,declaration shadows a field of 'heimdall::SBOMGenerator::Impl',OPEN,5min,5min,tbakker@example.com,"based-on-misra,cert,pitfall,suspicious",2025-07-06T13:34:33+0000,2025-07-06T13:34:33+0000,
AZff8_Fwqk9ledNQIyho,cpp:S6005,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/SBOMGenerator.cpp,Heimdall-SBOM_heimdall,src/common/SBOMGenerator.cpp,417,Replace this declaration by a structured binding declaration.,OPEN,2min,2min,tbakker@example.com,"clumsy,cppcoreguidelines,since-c++17",2025-07-06T13:34:33+0000,2025-07-06T13:34:33+0000,
AZff8_Fwqk9ledNQIyhp,cpp:S6005,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/SBOMGenerator.cpp,Heimdall-SBOM_heimdall,src/common/SBOMGenerator.cpp,424,Replace this declaration by a structured binding declaration.,OPEN,2min,2min,tbakker@example.com,"clumsy,cppcoreguidelines,since-c++17",2025-07-06T13:34:33+0000,2025-07-06T13:34:33+0000,
AZff8_Fwqk9ledNQIyhq,cpp:S6005,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/SBOMGenerator.cpp,Heimdall-SBOM_heimdall,src/common/SBOMGenerator.cpp,495,Replace this declaration by a structured binding declaration.,OPEN,2min,2min,tbakker@example.com,"clumsy,cppcoreguidelines,since-c++17",2025-07-06T13:34:33+0000,2025-07-06T13:34:33+0000,
AZff8_Fwqk9ledNQIyhr,cpp:S3628,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/SBOMGenerator.cpp,Heimdall-SBOM_heimdall,src/common/SBOMGenerator.cpp,550,Convert this string literal to a raw string literal.,OPEN,2min,2min,tbakker@example.com,since-c++11,2025-07-06T13:34:33+0000,2025-07-06T13:34:33+0000,
AZff8_Fwqk9ledNQIyhs,cpp:S5817,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/SBOMGenerator.cpp,Heimdall-SBOM_heimdall,src/common/SBOMGenerator.cpp,645,"This function should be declared ""const"".",OPEN,5min,5min,tbakker@example.com,"confusing,pitfall",2025-07-06T13:34:33+0000,2025-07-06T13:34:33+0000,
AZff8_Fwqk9ledNQIyht,cpp:S5817,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/SBOMGenerator.cpp,Heimdall-SBOM_heimdall,src/common/SBOMGenerator.cpp,654,"This function should be declared ""const"".",OPEN,5min,5min,tbakker@example.com,"confusing,pitfall",2025-07-06T13:34:33+0000,2025-07-06T13:34:33+0000,
AZff8_Fwqk9ledNQIyhu,cpp:S5817,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/SBOMGenerator.cpp,Heimdall-SBOM_heimdall,src/common/SBOMGenerator.cpp,663,"This function should be declared ""const"".",OPEN,5min,5min,tbakker@example.com,"confusing,pitfall",2025-07-06T13:34:33+0000,2025-07-06T13:34:33+0000,
AZff8_Fwqk9ledNQIyhv,cpp:S6005,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/SBOMGenerator.cpp,Heimdall-SBOM_heimdall,src/common/SBOMGenerator.cpp,666,Replace this declaration by a structured binding declaration.,OPEN,2min,2min,tbakker@example.com,"clumsy,cppcoreguidelines,since-c++17",2025-07-06T13:34:33+0000,2025-07-06T13:34:33+0000,
AZff8_Fwqk9ledNQIyhw,cpp:S5817,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/SBOMGenerator.cpp,Heimdall-SBOM_heimdall,src/common/SBOMGenerator.cpp,677,"This function should be declared ""const"".",OPEN,5min,5min,tbakker@example.com,"confusing,pitfall",2025-07-06T13:34:33+0000,2025-07-06T13:34:33+0000,
AZff8_Gnqk9ledNQIyiB,cpp:S6004,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/Utils.cpp,Heimdall-SBOM_heimdall,src/common/Utils.cpp,142,"Use the init-statement to declare ""md"" inside the if statement.",OPEN,2min,2min,tbakker@example.com,"clumsy,since-c++17",2025-07-06T13:34:33+0000,2025-07-06T13:34:33+0000,
AZff8_Gnqk9ledNQIyiC,cpp:S1066,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/Utils.cpp,Heimdall-SBOM_heimdall,src/common/Utils.cpp,155,"Merge this ""if"" statement with the enclosing one.",OPEN,5min,5min,tbakker@example.com,clumsy,2025-07-06T13:34:33+0000,2025-07-06T13:34:33+0000,
AZff8_Gnqk9ledNQIyiD,cpp:S6009,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/Utils.cpp,Heimdall-SBOM_heimdall,src/common/Utils.cpp,203,"Replace this const reference to ""std::string"" by a ""std::string_view"".",OPEN,2min,2min,tbakker@example.com,since-c++17,2025-07-06T13:34:33+0000,2025-07-06T13:34:33+0000,
AZff8_Gnqk9ledNQIyiE,cpp:S6009,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/Utils.cpp,Heimdall-SBOM_heimdall,src/common/Utils.cpp,258,"Replace this const reference to ""std::string"" by a ""std::string_view"".",OPEN,2min,2min,tbakker@example.com,since-c++17,2025-07-06T13:34:33+0000,2025-07-06T13:34:33+0000,
AZff8_Gnqk9ledNQIyiF,cpp:S6009,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/Utils.cpp,Heimdall-SBOM_heimdall,src/common/Utils.cpp,258,"Replace this const reference to ""std::string"" by a ""std::string_view"".",OPEN,2min,2min,tbakker@example.com,since-c++17,2025-07-06T13:34:33+0000,2025-07-06T13:34:33+0000,
AZff8_Gnqk9ledNQIyiG,cpp:S6009,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/Utils.cpp,Heimdall-SBOM_heimdall,src/common/Utils.cpp,271,"Replace this const reference to ""std::string"" by a ""std::string_view"".",OPEN,2min,2min,tbakker@example.com,since-c++17,2025-07-06T13:34:33+0000,2025-07-06T13:34:33+0000,
AZff8_Gnqk9ledNQIyiH,cpp:S6009,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/Utils.cpp,Heimdall-SBOM_heimdall,src/common/Utils.cpp,271,"Replace this const reference to ""std::string"" by a ""std::string_view"".",OPEN,2min,2min,tbakker@example.com,since-c++17,2025-07-06T13:34:33+0000,2025-07-06T13:34:33+0000,
AZff8_Gnqk9ledNQIyiI,cpp:S6009,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/Utils.cpp,Heimdall-SBOM_heimdall,src/common/Utils.cpp,285,"Replace this const reference to ""std::string"" by a ""std::string_view"".",OPEN,2min,2min,tbakker@example.com,since-c++17,2025-07-06T13:34:33+0000,2025-07-06T13:34:33+0000,
AZff8_Gnqk9ledNQIyiJ,cpp:S6009,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/Utils.cpp,Heimdall-SBOM_heimdall,src/common/Utils.cpp,285,"Replace this const reference to ""std::string"" by a ""std::string_view"".",OPEN,2min,2min,tbakker@example.com,since-c++17,2025-07-06T13:34:33+0000,2025-07-06T13:34:33+0000,
AZff8_Gnqk9ledNQIyiK,cpp:S6004,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/Utils.cpp,Heimdall-SBOM_heimdall,src/common/Utils.cpp,301,"Use the init-statement to declare ""buffer"" inside the if statement.",OPEN,2min,2min,tbakker@example.com,"clumsy,since-c++17",2025-07-06T13:34:33+0000,2025-07-06T13:34:33+0000,
AZff8_Gnqk9ledNQIyiL,cpp:S6004,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/Utils.cpp,Heimdall-SBOM_heimdall,src/common/Utils.cpp,346,"Use the init-statement to declare ""libPath"" inside the if statement.",OPEN,2min,2min,tbakker@example.com,"clumsy,since-c++17",2025-07-06T13:34:33+0000,2025-07-06T13:34:33+0000,
AZff8_Gnqk9ledNQIyiM,cpp:S7034,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/Utils.cpp,Heimdall-SBOM_heimdall,src/common/Utils.cpp,404,"Use ""contains"" instead of ""find"".",CLOSED,10min,10min,tbakker@example.com,"clumsy,since-c++23",2025-07-06T13:34:33+0000,2025-07-07T00:16:23,2025-07-07T00:16:23
AZff8_Gnqk9ledNQIyiN,cpp:S7034,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/Utils.cpp,Heimdall-SBOM_heimdall,src/common/Utils.cpp,406,"Use ""contains"" instead of ""find"".",CLOSED,10min,10min,tbakker@example.com,"clumsy,since-c++23",2025-07-06T13:34:33+0000,2025-07-07T00:16:23,2025-07-07T00:16:23
AZff8_Gnqk9ledNQIyiO,cpp:S7034,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/Utils.cpp,Heimdall-SBOM_heimdall,src/common/Utils.cpp,408,"Use ""contains"" instead of ""find"".",CLOSED,10min,10min,tbakker@example.com,"clumsy,since-c++23",2025-07-06T13:34:33+0000,2025-07-07T00:16:23,2025-07-07T00:16:23
AZff8_Gnqk9ledNQIyiP,cpp:S7034,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/Utils.cpp,Heimdall-SBOM_heimdall,src/common/Utils.cpp,410,"Use ""contains"" instead of ""find"".",CLOSED,10min,10min,tbakker@example.com,"clumsy,since-c++23",2025-07-06T13:34:33+0000,2025-07-07T00:16:23,2025-07-07T00:16:23
AZff8_Gnqk9ledNQIyiQ,cpp:S7034,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/Utils.cpp,Heimdall-SBOM_heimdall,src/common/Utils.cpp,412,"Use ""contains"" instead of ""find"".",CLOSED,10min,10min,tbakker@example.com,"clumsy,since-c++23",2025-07-06T13:34:33+0000,2025-07-07T00:16:23,2025-07-07T00:16:23
AZff8_Gnqk9ledNQIyiR,cpp:S7034,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/Utils.cpp,Heimdall-SBOM_heimdall,src/common/Utils.cpp,413,"Use ""contains"" instead of ""find"".",CLOSED,10min,10min,tbakker@example.com,"clumsy,since-c++23",2025-07-06T13:34:33+0000,2025-07-07T00:16:23,2025-07-07T00:16:23
AZff8_Gnqk9ledNQIyiS,cpp:S6004,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/Utils.cpp,Heimdall-SBOM_heimdall,src/common/Utils.cpp,429,"Use the init-statement to declare ""match"" inside the if statement.",OPEN,2min,2min,tbakker@example.com,"clumsy,since-c++17",2025-07-06T13:34:33+0000,2025-07-06T13:34:33+0000,
AZff8_Gnqk9ledNQIyiT,cpp:S3628,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/Utils.cpp,Heimdall-SBOM_heimdall,src/common/Utils.cpp,503,Convert this string literal to a raw string literal.,OPEN,2min,2min,tbakker@example.com,since-c++11,2025-07-06T13:34:33+0000,2025-07-06T13:34:33+0000,
AZff8_Gnqk9ledNQIyiU,cpp:S3628,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/Utils.cpp,Heimdall-SBOM_heimdall,src/common/Utils.cpp,506,Convert this string literal to a raw string literal.,OPEN,2min,2min,tbakker@example.com,since-c++11,2025-07-06T13:34:33+0000,2025-07-06T13:34:33+0000,
AZff8_Gnqk9ledNQIyiV,cpp:S7034,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/Utils.cpp,Heimdall-SBOM_heimdall,src/common/Utils.cpp,610,"Use ""contains"" instead of ""find"".",CLOSED,10min,10min,tbakker@example.com,"clumsy,since-c++23",2025-07-06T13:34:33+0000,2025-07-07T00:16:23,2025-07-07T00:16:23
AZff8_Gnqk9ledNQIyiW,cpp:S7034,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/Utils.cpp,Heimdall-SBOM_heimdall,src/common/Utils.cpp,616,"Use ""contains"" instead of ""find"".",CLOSED,10min,10min,tbakker@example.com,"clumsy,since-c++23",2025-07-06T13:34:33+0000,2025-07-07T00:16:23,2025-07-07T00:16:23
AZff8_Gnqk9ledNQIyiX,cpp:S7034,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/Utils.cpp,Heimdall-SBOM_heimdall,src/common/Utils.cpp,621,"Use ""contains"" instead of ""find"".",CLOSED,10min,10min,tbakker@example.com,"clumsy,since-c++23",2025-07-06T13:34:33+0000,2025-07-07T00:16:23,2025-07-07T00:16:23
AZff8_Gnqk9ledNQIyiY,cpp:S7034,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/Utils.cpp,Heimdall-SBOM_heimdall,src/common/Utils.cpp,624,"Use ""contains"" instead of ""find"".",CLOSED,10min,10min,tbakker@example.com,"clumsy,since-c++23",2025-07-06T13:34:33+0000,2025-07-07T00:16:23,2025-07-07T00:16:23
AZff8_Gnqk9ledNQIyiZ,cpp:S7034,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/Utils.cpp,Heimdall-SBOM_heimdall,src/common/Utils.cpp,627,"Use ""contains"" instead of ""find"".",CLOSED,10min,10min,tbakker@example.com,"clumsy,since-c++23",2025-07-06T13:34:33+0000,2025-07-07T00:16:23,2025-07-07T00:16:23
