key,rule,severity,type,component,project,file_path,line,message,status,effort,debt,author,tags,creationDate,updateDate,closeDate
AZhMG7l-8ge9ypac7MkG,cpp:S6229,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,1156,"Replace this use of ""time"" with equivalent code using ""std::chrono"".",OPEN,10min,10min,trevor.bakker@uta.edu,"confusing,since-c++20",2025-07-27 05:03:35,2025-07-27 12:58:44,
AZhMG7l-8ge9ypac7Mj8,cpp:S134,CRITICAL,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,1158,Refactor this code to not nest more than 3 if|for|do|while|switch statements.,OPEN,10min,10min,trevor.bakker@uta.edu,brain-overload,2025-07-27 05:03:35,2025-07-27 12:58:44,
AZhMG7l-8ge9ypac7Mj9,cpp:S134,CRITICAL,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,1181,Refactor this code to not nest more than 3 if|for|do|while|switch statements.,OPEN,10min,10min,trevor.bakker@uta.edu,brain-overload,2025-07-27 05:03:35,2025-07-27 12:58:44,
AZhMG7l-8ge9ypac7Mj-,cpp:S134,CRITICAL,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,1198,Refactor this code to not nest more than 3 if|for|do|while|switch statements.,OPEN,10min,10min,trevor.bakker@uta.edu,brain-overload,2025-07-27 05:03:35,2025-07-27 12:58:44,
AZhMG7l-8ge9ypac7Mj_,cpp:S134,CRITICAL,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,1211,Refactor this code to not nest more than 3 if|for|do|while|switch statements.,OPEN,10min,10min,trevor.bakker@uta.edu,brain-overload,2025-07-27 05:03:35,2025-07-27 12:58:44,
AZhMG7l-8ge9ypac7MkE,cpp:S1181,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,1234,Catch a more specific exception instead of a generic one.,OPEN,20min,20min,trevor.bakker@uta.edu,"bad-practice,cert,cppcoreguidelines,cwe,error-handling",2025-07-27 05:03:35,2025-07-27 12:58:44,
AZhMG7l-8ge9ypac7MkD,cpp:S1181,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,1248,Catch a more specific exception instead of a generic one.,OPEN,20min,20min,trevor.bakker@uta.edu,"bad-practice,cert,cppcoreguidelines,cwe,error-handling",2025-07-27 05:03:35,2025-07-27 12:58:44,
AZhMG7l-8ge9ypac7MkA,cpp:S1181,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,1260,Catch a more specific exception instead of a generic one.,OPEN,20min,20min,trevor.bakker@uta.edu,"bad-practice,cert,cppcoreguidelines,cwe,error-handling",2025-07-27 05:03:35,2025-07-27 12:58:44,
AZhMG7l-8ge9ypac7MkH,cpp:S1172,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,1272,"Remove the unused parameter ""batch_size"", make it unnamed, or declare it ""[[maybe_unused]]"".",OPEN,5min,5min,trevor.bakker@uta.edu,"based-on-misra,cert,unused",2025-07-27 05:03:35,2025-07-27 12:58:44,
AZhMG7l-8ge9ypac7MkI,cpp:S1181,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,1290,Catch a more specific exception instead of a generic one.,OPEN,20min,20min,trevor.bakker@uta.edu,"bad-practice,cert,cppcoreguidelines,cwe,error-handling",2025-07-27 05:03:35,2025-07-27 12:58:44,
AZhMG7l-8ge9ypac7MkJ,cpp:S6009,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,1394,"Replace this const reference to ""std::string"" by a ""std::string_view"".",OPEN,2min,2min,trevor.bakker@uta.edu,since-c++17,2025-07-27 05:03:35,2025-07-27 12:58:44,
AZhMG7l-8ge9ypac7MkK,cpp:S6009,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,1446,"Replace this const reference to ""std::string"" by a ""std::string_view"".",OPEN,2min,2min,trevor.bakker@uta.edu,since-c++17,2025-07-27 05:03:35,2025-07-27 12:58:44,
AZhMG7l-8ge9ypac7MkL,cpp:S1172,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,1446,"Remove the unused parameter ""filePath"", make it unnamed, or declare it ""[[maybe_unused]]"".",OPEN,5min,5min,trevor.bakker@uta.edu,"based-on-misra,cert,unused",2025-07-27 05:03:35,2025-07-27 12:58:44,
AZhMG7l-8ge9ypac7MkM,cpp:S1172,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,1446,"Remove the unused parameter ""symbols"", make it unnamed, or declare it ""[[maybe_unused]]"".",OPEN,5min,5min,trevor.bakker@uta.edu,"based-on-misra,cert,unused",2025-07-27 05:03:35,2025-07-27 12:58:44,
AZhMG7l-8ge9ypac7MkN,cpp:S995,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,1446,"Make the type of this parameter a reference-to-const. The current type of ""symbols"" is ""class std::vector<struct heimdall::SymbolInfo> &"".",OPEN,2min,2min,trevor.bakker@uta.edu,"bad-practice,misra-c++2008,misra-c2004,misra-c2012",2025-07-27 05:03:35,2025-07-27 12:58:44,
AZhMG7l-8ge9ypac7MkO,cpp:S6009,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,1623,"Replace this const reference to ""std::string"" by a ""std::string_view"".",OPEN,2min,2min,trevor.bakker@uta.edu,since-c++17,2025-07-27 05:03:35,2025-07-27 12:58:44,
AZhMG7l-8ge9ypac7MkP,cpp:S1172,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,1623,"Remove the unused parameter ""filePath"", make it unnamed, or declare it ""[[maybe_unused]]"".",OPEN,5min,5min,trevor.bakker@uta.edu,"based-on-misra,cert,unused",2025-07-27 05:03:35,2025-07-27 12:58:44,
AZhMG7l-8ge9ypac7MkQ,cpp:S1172,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,1623,"Remove the unused parameter ""sections"", make it unnamed, or declare it ""[[maybe_unused]]"".",OPEN,5min,5min,trevor.bakker@uta.edu,"based-on-misra,cert,unused",2025-07-27 05:03:35,2025-07-27 12:58:44,
AZhMG7l-8ge9ypac7MkR,cpp:S995,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,1623,"Make the type of this parameter a reference-to-const. The current type of ""sections"" is ""class std::vector<struct heimdall::SectionInfo> &"".",OPEN,2min,2min,trevor.bakker@uta.edu,"bad-practice,misra-c++2008,misra-c2004,misra-c2012",2025-07-27 05:03:35,2025-07-27 12:58:44,
AZhMG7l-8ge9ypac7MkS,cpp:S6004,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,1732,"Use the init-statement to declare ""match"" inside the if statement.",OPEN,2min,2min,trevor.bakker@uta.edu,"clumsy,since-c++17",2025-07-27 05:03:35,2025-07-27 12:58:44,
AZhMG7l-8ge9ypac7MkT,cpp:S6009,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,1741,"Replace this const reference to ""std::string"" by a ""std::string_view"".",OPEN,2min,2min,trevor.bakker@uta.edu,since-c++17,2025-07-27 05:03:35,2025-07-27 12:58:44,
AZhMG7l-8ge9ypac7MkU,cpp:S1172,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,1741,"Remove the unused parameter ""filePath"", make it unnamed, or declare it ""[[maybe_unused]]"".",OPEN,5min,5min,trevor.bakker@uta.edu,"based-on-misra,cert,unused",2025-07-27 05:03:35,2025-07-27 12:58:44,
AZhMG7l-8ge9ypac7MkV,cpp:S1172,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,1741,"Remove the unused parameter ""buildId"", make it unnamed, or declare it ""[[maybe_unused]]"".",OPEN,5min,5min,trevor.bakker@uta.edu,"based-on-misra,cert,unused",2025-07-27 05:03:35,2025-07-27 12:58:44,
AZhMG7l-8ge9ypac7MkW,cpp:S995,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,1741,"Make the type of this parameter a reference-to-const. The current type of ""buildId"" is ""class std::basic_string<char> &"".",OPEN,2min,2min,trevor.bakker@uta.edu,"bad-practice,misra-c++2008,misra-c2004,misra-c2012",2025-07-27 05:03:35,2025-07-27 12:58:44,
AZhMG7l-8ge9ypac7MkX,cpp:S6009,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,1866,"Replace this const reference to ""std::string"" by a ""std::string_view"".",OPEN,2min,2min,trevor.bakker@uta.edu,since-c++17,2025-07-27 05:03:35,2025-07-27 12:58:44,
AZhMG7l-8ge9ypac7MkY,cpp:S1172,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,1866,"Remove the unused parameter ""filePath"", make it unnamed, or declare it ""[[maybe_unused]]"".",OPEN,5min,5min,trevor.bakker@uta.edu,"based-on-misra,cert,unused",2025-07-27 05:03:35,2025-07-27 12:58:44,
AZhMG7l-8ge9ypac7MkZ,cpp:S6009,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,1956,"Replace this const reference to ""std::string"" by a ""std::string_view"".",OPEN,2min,2min,trevor.bakker@uta.edu,since-c++17,2025-07-27 05:03:35,2025-07-27 12:58:44,
AZhMG7l-8ge9ypac7Mka,cpp:S1172,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,1956,"Remove the unused parameter ""filePath"", make it unnamed, or declare it ""[[maybe_unused]]"".",OPEN,5min,5min,trevor.bakker@uta.edu,"based-on-misra,cert,unused",2025-07-27 05:03:35,2025-07-27 12:58:44,
AZhMG7l-8ge9ypac7Mkb,cpp:S1172,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,1956,"Remove the unused parameter ""symbols"", make it unnamed, or declare it ""[[maybe_unused]]"".",OPEN,5min,5min,trevor.bakker@uta.edu,"based-on-misra,cert,unused",2025-07-27 05:03:35,2025-07-27 12:58:44,
AZhMG7l-8ge9ypac7Mkc,cpp:S995,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,1956,"Make the type of this parameter a reference-to-const. The current type of ""symbols"" is ""class std::vector<struct heimdall::SymbolInfo> &"".",OPEN,2min,2min,trevor.bakker@uta.edu,"bad-practice,misra-c++2008,misra-c2004,misra-c2012",2025-07-27 05:03:35,2025-07-27 12:58:44,
AZhMG7l-8ge9ypac7Mkd,cpp:S6009,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,2078,"Replace this const reference to ""std::string"" by a ""std::string_view"".",OPEN,2min,2min,trevor.bakker@uta.edu,since-c++17,2025-07-27 05:03:35,2025-07-27 12:58:44,
AZhMG7l-8ge9ypac7Mke,cpp:S1172,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,2078,"Remove the unused parameter ""filePath"", make it unnamed, or declare it ""[[maybe_unused]]"".",OPEN,5min,5min,trevor.bakker@uta.edu,"based-on-misra,cert,unused",2025-07-27 05:03:35,2025-07-27 12:58:44,
AZhMG7l-8ge9ypac7Mkf,cpp:S1172,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,2078,"Remove the unused parameter ""sections"", make it unnamed, or declare it ""[[maybe_unused]]"".",OPEN,5min,5min,trevor.bakker@uta.edu,"based-on-misra,cert,unused",2025-07-27 05:03:35,2025-07-27 12:58:44,
AZhMG7l-8ge9ypac7Mkg,cpp:S995,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,2078,"Make the type of this parameter a reference-to-const. The current type of ""sections"" is ""class std::vector<struct heimdall::SectionInfo> &"".",OPEN,2min,2min,trevor.bakker@uta.edu,"bad-practice,misra-c++2008,misra-c2004,misra-c2012",2025-07-27 05:03:35,2025-07-27 12:58:44,
AZhMG7l-8ge9ypac7Mkh,cpp:S6009,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,2172,"Replace this const reference to ""std::string"" by a ""std::string_view"".",OPEN,2min,2min,trevor.bakker@uta.edu,since-c++17,2025-07-27 05:03:35,2025-07-27 12:58:44,
AZhMG7l-8ge9ypac7Mki,cpp:S1172,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,2172,"Remove the unused parameter ""filePath"", make it unnamed, or declare it ""[[maybe_unused]]"".",OPEN,5min,5min,trevor.bakker@uta.edu,"based-on-misra,cert,unused",2025-07-27 05:03:35,2025-07-27 12:58:44,
AZhMG7l-8ge9ypac7Mkj,cpp:S1172,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,2172,"Remove the unused parameter ""version"", make it unnamed, or declare it ""[[maybe_unused]]"".",OPEN,5min,5min,trevor.bakker@uta.edu,"based-on-misra,cert,unused",2025-07-27 05:03:35,2025-07-27 12:58:44,
AZhMG7l-8ge9ypac7Mkk,cpp:S995,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,2172,"Make the type of this parameter a reference-to-const. The current type of ""version"" is ""class std::basic_string<char> &"".",OPEN,2min,2min,trevor.bakker@uta.edu,"bad-practice,misra-c++2008,misra-c2004,misra-c2012",2025-07-27 05:03:35,2025-07-27 12:58:44,
AZhMG7l-8ge9ypac7Mkl,cpp:S6009,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,2333,"Replace this const reference to ""std::string"" by a ""std::string_view"".",OPEN,2min,2min,trevor.bakker@uta.edu,since-c++17,2025-07-27 05:03:35,2025-07-27 12:58:44,
AZhMG7l-8ge9ypac7Mkm,cpp:S1172,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,2333,"Remove the unused parameter ""filePath"", make it unnamed, or declare it ""[[maybe_unused]]"".",OPEN,5min,5min,trevor.bakker@uta.edu,"based-on-misra,cert,unused",2025-07-27 05:03:35,2025-07-27 12:58:44,
AZhMG7l-8ge9ypac7Mkn,cpp:S1172,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,2333,"Remove the unused parameter ""uuid"", make it unnamed, or declare it ""[[maybe_unused]]"".",OPEN,5min,5min,trevor.bakker@uta.edu,"based-on-misra,cert,unused",2025-07-27 05:03:35,2025-07-27 12:58:44,
AZhMG7l-8ge9ypac7Mko,cpp:S995,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,2333,"Make the type of this parameter a reference-to-const. The current type of ""uuid"" is ""class std::basic_string<char> &"".",OPEN,2min,2min,trevor.bakker@uta.edu,"bad-practice,misra-c++2008,misra-c2004,misra-c2012",2025-07-27 05:03:35,2025-07-27 12:58:44,
AZhMG7l-8ge9ypac7Mkp,cpp:S6009,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,2438,"Replace this const reference to ""std::string"" by a ""std::string_view"".",OPEN,2min,2min,trevor.bakker@uta.edu,since-c++17,2025-07-27 05:03:35,2025-07-27 12:58:44,
AZhMG7l-8ge9ypac7Mkq,cpp:S1172,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,2439,"Remove the unused parameter ""symbols"", make it unnamed, or declare it ""[[maybe_unused]]"".",OPEN,5min,5min,trevor.bakker@uta.edu,"based-on-misra,cert,unused",2025-07-27 05:03:35,2025-07-27 12:58:44,
AZhMG7l-8ge9ypac7Mkr,cpp:S995,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,2439,"Make the type of this parameter a reference-to-const. The current type of ""symbols"" is ""class std::vector<struct heimdall::SymbolInfo> &"".",OPEN,2min,2min,trevor.bakker@uta.edu,"bad-practice,misra-c++2008,misra-c2004,misra-c2012",2025-07-27 05:03:35,2025-07-27 12:58:44,
AZhMG7l-8ge9ypac7Mks,cpp:S6009,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,2446,"Replace this const reference to ""std::string"" by a ""std::string_view"".",OPEN,2min,2min,trevor.bakker@uta.edu,since-c++17,2025-07-27 05:03:35,2025-07-27 12:58:44,
AZhMG7l-8ge9ypac7Mkt,cpp:S1172,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,2447,"Remove the unused parameter ""sections"", make it unnamed, or declare it ""[[maybe_unused]]"".",OPEN,5min,5min,trevor.bakker@uta.edu,"based-on-misra,cert,unused",2025-07-27 05:03:35,2025-07-27 12:58:44,
AZhMG7l-8ge9ypac7Mku,cpp:S995,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,2447,"Make the type of this parameter a reference-to-const. The current type of ""sections"" is ""class std::vector<struct heimdall::SectionInfo> &"".",OPEN,2min,2min,trevor.bakker@uta.edu,"bad-practice,misra-c++2008,misra-c2004,misra-c2012",2025-07-27 05:03:35,2025-07-27 12:58:44,
AZhMG7l-8ge9ypac7Mkv,cpp:S6009,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,2454,"Replace this const reference to ""std::string"" by a ""std::string_view"".",OPEN,2min,2min,trevor.bakker@uta.edu,since-c++17,2025-07-27 05:03:35,2025-07-27 12:58:44,
AZhMG7l-8ge9ypac7Mkw,cpp:S1172,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,2454,"Remove the unused parameter ""version"", make it unnamed, or declare it ""[[maybe_unused]]"".",OPEN,5min,5min,trevor.bakker@uta.edu,"based-on-misra,cert,unused",2025-07-27 05:03:35,2025-07-27 12:58:44,
AZhMG7l-8ge9ypac7Mkx,cpp:S995,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,2454,"Make the type of this parameter a reference-to-const. The current type of ""version"" is ""class std::basic_string<char> &"".",OPEN,2min,2min,trevor.bakker@uta.edu,"bad-practice,misra-c++2008,misra-c2004,misra-c2012",2025-07-27 05:03:35,2025-07-27 12:58:44,
AZhMG7l-8ge9ypac7Mk0,cpp:S995,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,2461,"Make the type of this parameter a reference-to-const. The current type of ""company"" is ""class std::basic_string<char> &"".",OPEN,2min,2min,trevor.bakker@uta.edu,"bad-practice,misra-c++2008,misra-c2004,misra-c2012",2025-07-27 05:03:35,2025-07-27 12:58:44,
AZhMG7l-8ge9ypac7Mky,cpp:S6009,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,2461,"Replace this const reference to ""std::string"" by a ""std::string_view"".",OPEN,2min,2min,trevor.bakker@uta.edu,since-c++17,2025-07-27 05:03:35,2025-07-27 12:58:44,
AZhMG7l-8ge9ypac7Mkz,cpp:S1172,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,2461,"Remove the unused parameter ""company"", make it unnamed, or declare it ""[[maybe_unused]]"".",OPEN,5min,5min,trevor.bakker@uta.edu,"based-on-misra,cert,unused",2025-07-27 05:03:35,2025-07-27 12:58:44,
AZhMG7l-8ge9ypac7Mk1,cpp:S6004,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,2507,"Use the init-statement to declare ""nullPos"" inside the if statement.",OPEN,2min,2min,trevor.bakker@uta.edu,"clumsy,since-c++17",2025-07-27 05:03:35,2025-07-27 12:58:44,
AZhMG7l-8ge9ypac7Mk2,cpp:S6004,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,2544,"Use the init-statement to declare ""nullPos"" inside the if statement.",OPEN,2min,2min,trevor.bakker@uta.edu,"clumsy,since-c++17",2025-07-27 05:03:35,2025-07-27 12:58:44,
AZhMG7l-8ge9ypac7Mk3,cpp:S1181,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,2576,Catch a more specific exception instead of a generic one.,OPEN,20min,20min,trevor.bakker@uta.edu,"bad-practice,cert,cppcoreguidelines,cwe,error-handling",2025-07-27 05:03:35,2025-07-27 12:58:44,
AZhMG7l-8ge9ypac7Mk4,cpp:S6009,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,2588,"Replace this const reference to ""std::string"" by a ""std::string_view"".",OPEN,2min,2min,trevor.bakker@uta.edu,since-c++17,2025-07-27 05:03:35,2025-07-27 12:58:44,
AZhMG7l-8ge9ypac7Mk5,cpp:S886,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,2686,Refactor this loop so that it is less error-prone.,OPEN,10min,10min,trevor.bakker@uta.edu,based-on-misra,2025-07-27 05:03:35,2025-07-27 12:58:44,
AZhMG7l-8ge9ypac7Mk7,cpp:S924,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,2730,"Reduce the number of nested ""break"" statements from 5 to 1 authorized.",OPEN,20min,20min,trevor.bakker@uta.edu,"based-on-misra,confusing",2025-07-27 05:03:35,2025-07-27 12:58:44,
AZhMG7l-8ge9ypac7Mk6,cpp:S6004,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,2742,"Use the init-statement to declare ""memberName"" inside the if statement.",OPEN,2min,2min,trevor.bakker@uta.edu,"clumsy,since-c++17",2025-07-27 05:03:35,2025-07-27 12:58:44,
AZhMG7l-8ge9ypac7Mk9,cpp:S6185,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,2752,Use std::format instead of concatenating pieces manually.,OPEN,3min,3min,trevor.bakker@uta.edu,"clumsy,since-c++20",2025-07-27 05:03:35,2025-07-27 12:58:44,
AZhMG7l-8ge9ypac7Mk8,cpp:S1181,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,2765,Catch a more specific exception instead of a generic one.,OPEN,20min,20min,trevor.bakker@uta.edu,"bad-practice,cert,cppcoreguidelines,cwe,error-handling",2025-07-27 05:03:35,2025-07-27 12:58:44,
AZhMG7l-8ge9ypac7Mk-,cpp:S6185,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,2810,Use std::format instead of concatenating pieces manually.,OPEN,3min,3min,trevor.bakker@uta.edu,"clumsy,since-c++20",2025-07-27 05:03:35,2025-07-27 12:58:44,
AZhMG7l-8ge9ypac7Mk_,cpp:S6185,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/MetadataExtractor.cpp,Heimdall-SBOM_heimdall,src/common/MetadataExtractor.cpp,2812,Use std::format instead of concatenating pieces manually.,OPEN,3min,3min,trevor.bakker@uta.edu,"clumsy,since-c++20",2025-07-27 05:03:35,2025-07-27 12:58:44,
